Rk,Name,Tm,FantPos,Age,G,GS,Cmp,PassAtt,PassYds,PassTD,Int,RushAtt,RushYds,Y/A,RushTD,Tgt,Rec,RecYds,Y/R,RecTD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank,FantPtpg,RkTm,PF,TotalYds,Ply,Y/P,TO,FL,Pass1stD,CmpTm,PassAttTm,PassYdsTm,PassTDTm,IntTm,NY/A,Pass1stD.1,RushAttTm,RushYdsTm,RushTDTm,Y/ATm,Rush1stD,Pen,PenYds,1stPy,Sc%,TO%,EXP,RushTDTmSans,RushAttTmSans,RushYdsTmSans,CmpTmSans,PassAttTmSans,PassYdsTmSans,PassTDTmSans,IntTmSans,RecTmSans,TgtTmSans,RecYdsTmSans,RecTDTmSans
429,Michael Palmer,PIT,TE,26,15,1.0,0,0,0,0,0,0,0,,0,2.0,1,1,1.0,1,6.0,7.1,6.6,,74,,0.4,7,436,6577,1068,6.2,21,11,379,411,612,4825,33,10,7.5,243,423,1752,10,4.1,98,103,834,38,41.4,11.5,162.53,10,423,1752,411,612,4825,33,10,410,610.0,4824,32
432,Dri Archer,PIT,WR,23,12,0.0,0,0,0,0,0,10,40,4.0,0,10.0,7,23,3.29,0,6.0,13.3,9.8,,169,,0.5,7,436,6577,1068,6.2,21,11,379,411,612,4825,33,10,7.5,243,423,1752,10,4.1,98,103,834,38,41.4,11.5,162.53,10,413,1712,411,612,4825,33,10,404,602.0,4802,33
454,Will Johnson,PIT,RB,25,16,5.0,0,0,0,0,0,2,0,0.0,0,9.0,6,41,6.83,0,4.0,10.1,7.1,,136,,0.25,7,436,6577,1068,6.2,21,11,379,411,612,4825,33,10,7.5,243,423,1752,10,4.1,98,103,834,38,41.4,11.5,162.53,10,421,1752,411,612,4825,33,10,405,603.0,4784,33
482,Josh Harris,PIT,RB,23,5,0.0,0,0,0,0,0,9,16,1.78,0,0.0,0,0,,0,2.0,1.6,1.6,,147,,0.4,7,436,6577,1068,6.2,21,11,379,411,612,4825,33,10,7.5,243,423,1752,10,4.1,98,103,834,38,41.4,11.5,162.53,10,414,1736,411,612,4825,33,10,411,612.0,4825,33
499,Darrius Heyward-Bey,PIT,WR,27,16,1.0,0,0,0,0,0,0,0,,0,5.0,3,33,11.0,0,1.0,5.3,2.8,,193,,0.06,7,436,6577,1068,6.2,21,11,379,411,612,4825,33,10,7.5,243,423,1752,10,4.1,98,103,834,38,41.4,11.5,162.53,10,423,1752,411,612,4825,33,10,408,607.0,4792,33
6,Drew Brees,NOR,QB,35,16,16.0,456,659,4952,33,17,27,68,2.52,1,1.0,1,1,1.0,0,305.0,327.0,320.5,39.0,6,39.0,19.06,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,15,379,1750,0,0,-188,0,0,455,658.0,4763,33
52,Mark Ingram,NOR,RB,25,13,9.0,0,0,0,0,0,226,964,4.27,9,36.0,29,145,5.0,0,163.0,198.9,177.4,42.0,15,36.0,12.54,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,7,180,854,456,659,4764,33,17,427,623.0,4619,33
64,Jimmy Graham,NOR,TE,28,16,13.0,0,0,0,0,0,0,0,,0,125.0,85,889,10.46,10,145.0,234.9,187.4,55.0,3,29.0,9.06,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16,406,1818,456,659,4764,33,17,371,534.0,3875,23
94,Marques Colston,NOR,WR,31,16,13.0,0,0,0,0,0,0,0,,0,100.0,59,902,15.29,5,118.0,181.2,147.7,,33,,7.38,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16,406,1818,456,659,4764,33,17,397,559.0,3862,28
101,Kenny Stills,NOR,WR,22,15,7.0,0,0,0,0,0,1,-2,-2.0,0,83.0,63,931,14.78,3,111.0,176.9,142.4,,36,,7.4,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16,405,1820,456,659,4764,33,17,393,576.0,3833,30
144,Brandin Cooks,NOR,WR,21,10,7.0,0,0,0,0,0,7,73,10.43,1,69.0,53,550,10.38,3,86.0,142.3,112.8,,58,,8.6,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,15,399,1745,456,659,4764,33,17,403,590.0,4214,30
156,Pierre Thomas,NOR,RB,30,11,3.0,0,0,0,0,0,45,222,4.93,2,55.0,45,378,8.4,1,78.0,129.0,100.5,,43,,7.09,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,14,361,1596,456,659,4764,33,17,411,604.0,4386,32
208,Khiry Robinson,NOR,RB,25,10,3.0,0,0,0,0,0,76,362,4.76,3,11.0,8,63,7.88,0,57.0,69.5,60.5,,60,,5.7,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,13,330,1456,456,659,4764,33,17,448,648.0,4701,33
231,Josh Hill,NOR,TE,24,16,3.0,0,0,0,0,0,0,0,,0,20.0,14,176,12.57,5,48.0,64.6,54.6,,24,,3.0,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16,406,1818,456,659,4764,33,17,442,639.0,4588,28
265,Travaris Cadet,NOR,RB,25,15,1.0,0,0,0,0,0,10,32,3.2,0,51.0,38,296,7.79,1,35.0,77.8,53.8,,80,,2.33,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16,396,1786,456,659,4764,33,17,418,608.0,4468,32
287,Ben Watson,NOR,TE,34,16,8.0,0,0,0,0,0,0,0,,0,31.0,20,136,6.8,2,28.0,48.6,35.6,,43,,1.75,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16,406,1818,456,659,4764,33,17,436,628.0,4628,31
296,Nick Toon,NOR,WR,26,8,2.0,0,0,0,0,0,1,4,4.0,0,23.0,17,215,12.65,1,26.0,46.9,34.4,,120,,3.25,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16,405,1814,456,659,4764,33,17,439,636.0,4549,32
343,Joe Morgan,NOR,WR,26,5,2.0,0,0,0,0,0,1,67,67.0,0,10.0,4,92,23.0,0,16.0,19.9,17.9,,139,,3.2,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16,405,1751,456,659,4764,33,17,452,649.0,4672,33
383,Robert Meachem,NOR,WR,30,11,2.0,0,0,0,0,0,0,0,,0,20.0,7,114,16.29,0,11.0,21.4,14.9,,151,,1.0,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16,406,1818,456,659,4764,33,17,449,639.0,4650,33
392,Austin Johnson,NOR,RB,25,7,1.0,0,0,0,0,0,8,22,2.75,0,2.0,2,15,7.5,1,10.0,11.7,10.7,,120,,1.43,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16,398,1796,456,659,4764,33,17,454,657.0,4749,32
418,Erik Lorig,NOR,RB,28,10,6.0,0,0,0,0,0,3,4,1.33,0,10.0,9,27,3.0,1,7.0,17.1,11.6,,129,,0.7,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16,403,1814,456,659,4764,33,17,447,649.0,4737,32
483,Brian Leonard,NOR,RB,30,1,0.0,0,0,0,0,0,0,0,,0,1.0,1,15,15.0,0,2.0,2.5,2.0,,148,,2.0,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16,406,1818,456,659,4764,33,17,455,658.0,4749,33
540,Edwin Baker,NOR,RB,23,3,0.0,0,0,0,0,0,1,2,2.0,0,0.0,0,0,,0,,0.2,0.2,,153,,,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16,405,1816,456,659,4764,33,17,456,659.0,4764,33
7,DeMarco Murray,DAL,RB,26,16,16.0,0,0,0,0,0,392,1845,4.71,13,64.0,57,416,7.3,0,294.0,362.1,322.6,173.0,1,1.0,18.38,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,3,116,509,328,476,3784,37,11,271,412.0,3368,37
13,Tony Romo,DAL,QB,34,15,15.0,304,435,3705,34,9,26,61,2.35,0,0.0,0,0,,0,266.0,281.3,275.3,1.0,11,73.0,17.73,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,16,482,2293,24,41,79,3,2,328,476.0,3784,37
27,Dez Bryant,DAL,WR,26,16,16.0,0,0,0,0,0,0,0,,0,136.0,88,1320,15.0,16,228.0,319.0,272.0,106.0,4,10.0,14.25,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,16,508,2354,328,476,3784,37,11,240,340.0,2464,21
106,Terrance Williams,DAL,WR,25,16,16.0,0,0,0,0,0,0,0,,0,66.0,37,621,16.78,8,110.0,150.1,128.6,,40,,6.88,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,16,508,2354,328,476,3784,37,11,291,410.0,3163,29
118,Jason Witten,DAL,TE,32,16,16.0,0,0,0,0,0,0,0,,0,90.0,64,703,10.98,5,100.0,167.3,132.3,10.0,10,66.0,6.25,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,16,508,2354,328,476,3784,37,11,264,386.0,3081,32
191,Cole Beasley,DAL,WR,25,16,2.0,0,0,0,0,0,0,0,,0,49.0,37,420,11.35,4,62.0,104.0,80.5,,80,,3.88,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,16,508,2354,328,476,3784,37,11,291,427.0,3364,33
221,Joseph Randle,DAL,RB,23,16,0.0,0,0,0,0,0,51,343,6.73,3,5.0,4,23,5.75,0,51.0,59.6,52.6,,64,,3.19,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,13,457,2011,328,476,3784,37,11,324,471.0,3761,37
263,Gavin Escobar,DAL,TE,23,16,1.0,0,0,0,0,0,0,0,,0,13.0,9,105,11.67,4,35.0,46.5,39.0,,35,,2.19,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,16,508,2354,328,476,3784,37,11,319,463.0,3679,33
276,Lance Dunbar,DAL,RB,24,16,0.0,0,0,0,0,0,29,99,3.41,0,22.0,18,217,12.06,0,32.0,52.6,40.6,,83,,2.0,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,16,479,2255,328,476,3784,37,11,310,454.0,3567,37
324,Brandon Weeden,DAL,QB,31,5,1.0,24,41,303,3,2,6,-1,-0.17,0,0.0,0,0,,0,20.0,25.0,22.0,,48,,4.0,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,16,502,2355,304,435,3481,34,9,328,476.0,3784,37
410,Dwayne Harris,DAL,WR,27,16,0.0,0,0,0,0,0,4,7,1.75,0,12.0,7,116,16.57,0,8.0,20.3,11.8,,162,,0.5,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,16,504,2347,328,476,3784,37,11,321,464.0,3668,37
438,James Hanna,DAL,TE,25,16,12.0,0,0,0,0,0,0,0,,0,6.0,4,48,12.0,0,5.0,8.8,6.8,,77,,0.31,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,16,508,2354,328,476,3784,37,11,324,470.0,3736,37
485,Devin Street,DAL,WR,23,16,0.0,0,0,0,0,0,0,0,,0,7.0,2,18,9.0,0,2.0,3.8,2.8,,189,,0.12,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,16,508,2354,328,476,3784,37,11,326,469.0,3766,37
541,Tyler Clutts,DAL,RB,30,16,1.0,0,0,0,0,0,0,0,,0,1.0,1,1,1.0,0,,1.1,0.6,,154,,,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,16,508,2354,328,476,3784,37,11,327,475.0,3783,37
9,Matt Ryan,ATL,QB,29,16,16.0,415,628,4694,28,14,29,145,5.0,0,0.0,0,0,,0,284.0,306.3,298.3,19.0,7,54.0,17.75,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,11,343,1353,3,4,-141,0,1,418,632.0,4553,28
35,Julio Jones,ATL,WR,25,15,15.0,0,0,0,0,0,1,1,1.0,0,163.0,104,1593,15.32,6,193.0,301.4,245.4,72.0,8,19.0,12.87,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,11,371,1497,418,632,4553,28,15,314,469.0,2960,22
78,Roddy White,ATL,WR,33,14,14.0,0,0,0,0,0,0,0,,0,125.0,80,921,11.51,7,132.0,216.1,172.1,11.0,27,64.0,9.43,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,11,372,1498,418,632,4553,28,15,338,507.0,3632,21
86,Steven Jackson,ATL,RB,31,15,15.0,0,0,0,0,0,190,707,3.72,6,27.0,20,148,7.4,0,122.0,147.5,131.5,1.0,23,74.0,8.13,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,5,182,791,418,632,4553,28,15,398,605.0,4405,28
168,Devin Hester,ATL,WR,32,16,1.0,0,0,0,0,0,6,36,6.0,1,59.0,38,504,13.26,2,70.0,118.0,95.0,,67,,4.38,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,10,366,1462,418,632,4553,28,15,380,573.0,4049,26
169,Harry Douglas,ATL,WR,30,12,6.0,0,0,0,0,0,0,0,,0,74.0,51,556,10.9,2,70.0,123.6,95.1,,68,,5.83,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,11,372,1498,418,632,4553,28,15,367,558.0,3997,26
181,Antone Smith,ATL,RB,29,10,0.0,0,0,0,0,0,23,144,6.26,2,15.0,13,222,17.08,3,65.0,84.6,71.1,,50,,6.5,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,9,349,1354,418,632,4553,28,15,405,617.0,4331,25
207,Devonta Freeman,ATL,RB,22,16,0.0,0,0,0,0,0,65,248,3.82,1,37.0,30,225,7.5,1,57.0,94.3,72.3,,59,,3.56,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,10,307,1250,418,632,4553,28,15,388,595.0,4328,27
218,Jacquizz Rodgers,ATL,RB,24,16,1.0,0,0,0,0,0,58,217,3.74,1,40.0,29,173,5.97,1,53.0,86.0,65.5,,63,,3.31,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,10,314,1281,418,632,4553,28,15,389,592.0,4380,27
267,Levine Toilolo,ATL,TE,23,16,16.0,0,0,0,0,0,0,0,,0,54.0,31,238,7.68,2,34.0,68.8,49.3,,36,,2.12,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,11,372,1498,418,632,4553,28,15,387,578.0,4315,26
310,Eric Weems,ATL,WR,29,16,0.0,0,0,0,0,0,0,0,,0,11.0,10,102,10.2,2,22.0,35.2,27.2,,127,,1.38,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,11,372,1498,418,632,4553,28,15,408,621.0,4451,26
368,Patrick DiMarco,ATL,RB,25,16,7.0,0,0,0,0,0,0,0,,0,14.0,9,62,6.89,1,12.0,21.2,16.7,,112,,0.75,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,11,372,1498,418,632,4553,28,15,409,618.0,4491,27
427,Bear Pascoe,ATL,TE,28,16,2.0,0,0,0,0,0,0,0,,0,2.0,2,3,1.5,1,6.0,8.3,7.3,,73,,0.38,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,11,372,1498,418,632,4553,28,15,416,630.0,4550,27
502,Courtney Roby,ATL,WR,31,4,0.0,0,0,0,0,0,0,0,,0,2.0,1,11,11.0,0,1.0,2.1,1.6,,195,,0.25,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,11,372,1498,418,632,4553,28,15,417,630.0,4542,28
508,T.J. Yates,ATL,QB,27,1,0.0,3,4,64,0,1,0,0,,0,0.0,0,0,,0,1.0,1.6,1.6,,66,,1.0,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,11,372,1498,415,628,4489,28,14,418,632.0,4553,28
546,Jerome Smith,ATL,,23,1,0.0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,162,,,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,11,372,1498,418,632,4553,28,15,418,,4553,28
10,Tom Brady,NWE,QB,37,16,16.0,373,582,4109,33,9,36,57,1.58,0,0.0,0,0,,0,280.0,293.1,287.1,14.0,8,58.0,17.5,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13,402,1670,19,27,12,1,0,392,609.0,4121,34
39,Rob Gronkowski,NWE,TE,25,15,10.0,0,0,0,0,0,0,0,,0,131.0,82,1124,13.71,12,184.0,269.4,225.4,94.0,1,11.0,12.27,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13,438,1727,392,609,4121,34,9,310,478.0,2997,22
71,Brandon LaFell,NWE,WR,28,16,13.0,0,0,0,0,0,2,13,6.5,0,119.0,74,953,12.88,7,137.0,214.6,173.6,15.0,21,56.0,8.56,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13,436,1714,392,609,4121,34,9,318,490.0,3168,27
76,Julian Edelman,NWE,WR,28,14,13.0,0,0,0,0,0,10,94,9.4,0,134.0,92,972,10.57,4,133.0,231.6,182.6,11.0,26,63.0,9.5,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13,428,1633,392,609,4121,34,9,300,475.0,3149,30
97,Shane Vereen,NWE,RB,25,16,6.0,0,0,0,0,0,96,391,4.07,2,77.0,52,447,8.6,3,114.0,171.8,139.8,,27,,7.12,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,11,342,1336,392,609,4121,34,9,340,532.0,3674,31
165,Jonas Gray,NWE,RB,24,8,3.0,0,0,0,0,0,89,412,4.63,5,3.0,1,7,7.0,0,72.0,75.9,72.4,,44,,9.0,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,8,349,1315,392,609,4121,34,9,391,606.0,4114,34
192,Tim Wright,NWE,WR,24,16,2.0,0,0,0,0,0,1,-2,-2.0,0,33.0,26,259,9.96,6,62.0,90.7,74.7,,81,,3.88,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13,437,1729,392,609,4121,34,9,366,576.0,3862,28
232,Stevan Ridley,NWE,RB,25,6,5.0,0,0,0,0,0,94,340,3.62,2,5.0,4,20,5.0,0,48.0,55.0,50.0,,67,,8.0,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,11,344,1387,392,609,4121,34,9,388,604.0,4101,34
295,Danny Amendola,NWE,WR,29,16,4.0,0,0,0,0,0,0,0,,0,42.0,27,200,7.41,1,26.0,56.0,39.5,,118,,1.62,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13,438,1727,392,609,4121,34,9,365,567.0,3921,33
340,Brandon Bolden,NWE,RB,24,16,2.0,0,0,0,0,0,28,89,3.18,1,6.0,2,8,4.0,0,16.0,17.7,16.7,,103,,1.0,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,12,410,1638,392,609,4121,34,9,390,603.0,4113,34
358,Brian Tyms,NWE,WR,25,11,2.0,0,0,0,0,0,0,0,,0,11.0,5,82,16.4,1,14.0,19.2,16.7,,144,,1.27,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13,438,1727,392,609,4121,34,9,387,598.0,4039,33
377,Jimmy Garoppolo,NWE,QB,23,6,0.0,19,27,182,1,0,10,9,0.9,0,0.0,0,0,,0,12.0,12.2,12.2,,53,,2.0,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13,428,1718,373,582,3939,33,9,392,609.0,4121,34
430,James White,NWE,RB,22,3,0.0,0,0,0,0,0,9,38,4.22,0,5.0,5,23,4.6,0,6.0,11.1,8.6,,131,,2.0,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13,429,1689,392,609,4121,34,9,387,604.0,4098,34
440,James Develin,NWE,RB,26,16,4.0,0,0,0,0,0,3,5,1.67,0,8.0,6,43,7.17,0,5.0,10.8,7.8,,133,,0.31,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13,435,1722,392,609,4121,34,9,386,601.0,4078,34
449,Michael Hoomanawanui,NWE,TE,26,16,12.0,0,0,0,0,0,0,0,,0,6.0,3,44,14.67,0,4.0,7.4,5.9,,78,,0.25,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13,438,1727,392,609,4121,34,9,389,603.0,4077,34
458,Aaron Dobson,NWE,WR,23,4,1.0,0,0,0,0,0,0,0,,0,5.0,3,38,12.67,0,4.0,6.8,5.3,,181,,1.0,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13,438,1727,392,609,4121,34,9,389,604.0,4083,34
539,Nate Solder,NWE,,26,16,16.0,0,0,0,0,0,0,0,,0,0.0,0,0,,0,,,,,109,,,4,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,13,438,1727,392,609,4121,34,9,392,609.0,4121,34
11,Ryan Tannehill,MIA,QB,26,16,16.0,392,590,4045,27,12,56,311,5.55,1,1.0,1,-4,-4.0,0,279.0,299.5,291.0,13.0,9,61.0,17.44,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,11,343,1561,2,5,-316,0,0,393,594.0,3733,27
38,Lamar Miller,MIA,RB,23,16,16.0,0,0,0,0,0,216,1099,5.09,8,52.0,38,275,7.24,1,185.0,232.4,204.4,64.0,9,22.0,11.56,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,4,183,773,394,595,3729,27,12,356,543.0,3454,26
63,Mike Wallace,MIA,WR,28,16,16.0,0,1,0,0,0,4,16,4.0,0,115.0,67,862,12.87,10,146.0,216.8,179.3,24.0,18,48.0,9.12,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,12,395,1856,394,594,3729,27,12,327,480.0,2867,17
123,Jarvis Landry,MIA,WR,22,16,11.0,0,0,0,0,0,2,-4,-2.0,0,112.0,84,758,9.02,5,97.0,188.4,139.4,,49,,6.06,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,12,397,1876,394,595,3729,27,12,310,483.0,2971,22
152,Charles Clay,MIA,TE,25,14,14.0,0,0,0,0,0,0,0,,0,84.0,58,605,10.43,3,79.0,139.5,107.5,,15,,5.64,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,12,399,1872,394,595,3729,27,12,336,511.0,3124,24
202,Brian Hartline,MIA,WR,28,16,16.0,0,0,0,0,0,0,0,,0,63.0,39,474,12.15,2,59.0,101.4,78.9,,86,,3.69,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,12,399,1872,394,595,3729,27,12,355,532.0,3255,25
246,Daniel Thomas,MIA,RB,27,12,0.0,0,0,0,0,0,44,168,3.82,2,19.0,13,121,9.31,0,41.0,60.9,47.4,,75,,3.42,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,10,355,1704,394,595,3729,27,12,381,576.0,3608,27
