Rk,Name,Tm,FantPos,Age,G,GS,Cmp,PassAtt,PassYds,PassTD,Int,RushAtt,RushYds,Y/A,RushTD,Tgt,Rec,RecYds,Y/R,RecTD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank,FantPtpg,RkTm,PF,TotalYds,Ply,Y/P,TO,FL,Pass1stD,CmpTm,PassAttTm,PassYdsTm,PassTDTm,IntTm,NY/A,Pass1stD.1,RushAttTm,RushYdsTm,RushTDTm,Y/ATm,Rush1stD,Pen,PenYds,1stPy,Sc%,TO%,EXP,RushTDTmSans,RushAttTmSans,RushYdsTmSans,CmpTmSans,PassAttTmSans,PassYdsTmSans,PassTDTmSans,IntTmSans,RecTmSans,TgtTmSans,RecYdsTmSans,RecTDTmSans
103,Travis Kelce,KAN,TE,25,16,11.0,0,0,0,0,0,0,0,,0,87.0,67,862,12.87,5,110.0,189.2,149.7,20.0,9,52.0,6.88,16,353,5100,962,5.3,17,11,309,320,493,3182,18,6,5.9,184,420,1918,18,4.6,92,88,681,33,35.8,9.2,37.4,18,420,1918,320,493,3182,18,6,253,406.0,2320,13
120,Knile Davis,KAN,RB,23,16,1.0,0,0,0,0,0,134,463,3.46,6,25.0,16,147,9.19,1,99.0,129.0,113.0,,33,,6.19,16,353,5100,962,5.3,17,11,309,320,493,3182,18,6,5.9,184,420,1918,18,4.6,92,88,681,33,35.8,9.2,37.4,12,286,1455,320,493,3182,18,6,304,468.0,3035,17
160,Dwayne Bowe,KAN,WR,30,15,15.0,0,0,0,0,0,0,0,,0,95.0,60,754,12.57,0,77.0,138.4,105.4,,64,,5.13,16,353,5100,962,5.3,17,11,309,320,493,3182,18,6,5.9,184,420,1918,18,4.6,92,88,681,33,35.8,9.2,37.4,18,420,1918,320,493,3182,18,6,260,398.0,2428,18
227,Anthony Fasano,KAN,TE,30,15,13.0,0,0,0,0,0,0,0,,0,36.0,25,226,9.04,4,49.0,74.6,59.1,,23,,3.27,16,353,5100,962,5.3,17,11,309,320,493,3182,18,6,5.9,184,420,1918,18,4.6,92,88,681,33,35.8,9.2,37.4,18,420,1918,320,493,3182,18,6,295,457.0,2956,14
273,De'Anthony Thomas,KAN,WR,21,12,3.0,0,0,0,0,0,14,113,8.07,1,31.0,23,156,6.78,0,33.0,67.9,50.4,,112,,2.75,16,353,5100,962,5.3,17,11,309,320,493,3182,18,6,5.9,184,420,1918,18,4.6,92,88,681,33,35.8,9.2,37.4,17,406,1805,320,493,3182,18,6,297,462.0,3026,18
294,Albert Wilson,KAN,WR,22,12,2.0,0,0,0,0,0,0,0,,0,28.0,16,260,16.25,0,26.0,45.0,34.0,,119,,2.17,16,353,5100,962,5.3,17,11,309,320,493,3182,18,6,5.9,184,420,1918,18,4.6,92,88,681,33,35.8,9.2,37.4,18,420,1918,320,493,3182,18,6,304,465.0,2922,18
328,Joe McKnight,KAN,RB,26,2,0.0,0,0,0,0,0,1,3,3.0,0,7.0,6,64,10.67,2,19.0,24.7,21.7,,97,,9.5,16,353,5100,962,5.3,17,11,309,320,493,3182,18,6,5.9,184,420,1918,18,4.6,92,88,681,33,35.8,9.2,37.4,18,419,1915,320,493,3182,18,6,314,486.0,3118,16
345,Donnie Avery,KAN,WR,30,6,3.0,0,0,0,0,0,0,0,,0,26.0,15,176,11.73,0,16.0,34.6,23.1,,141,,2.67,16,353,5100,962,5.3,17,11,309,320,493,3182,18,6,5.9,184,420,1918,18,4.6,92,88,681,33,35.8,9.2,37.4,18,420,1918,320,493,3182,18,6,305,467.0,3006,18
355,Anthony Sherman,KAN,RB,26,16,6.0,0,0,0,0,0,2,8,4.0,0,14.0,10,71,7.1,1,14.0,23.9,18.9,,107,,0.88,16,353,5100,962,5.3,17,11,309,320,493,3182,18,6,5.9,184,420,1918,18,4.6,92,88,681,33,35.8,9.2,37.4,18,418,1910,320,493,3182,18,6,310,479.0,3111,17
387,Junior Hemingway,KAN,WR,26,14,1.0,0,0,0,0,0,0,0,,0,22.0,12,108,9.0,0,11.0,25.8,16.8,,153,,0.79,16,353,5100,962,5.3,17,11,309,320,493,3182,18,6,5.9,184,420,1918,18,4.6,92,88,681,33,35.8,9.2,37.4,18,420,1918,320,493,3182,18,6,308,471.0,3074,18
400,Cyrus Gray,KAN,RB,25,9,0.0,0,0,0,0,0,8,31,3.88,1,0.0,0,0,,0,9.0,9.1,9.1,,122,,1.0,16,353,5100,962,5.3,17,11,309,320,493,3182,18,6,5.9,184,420,1918,18,4.6,92,88,681,33,35.8,9.2,37.4,17,412,1887,320,493,3182,18,6,320,493.0,3182,18
403,A.J. Jenkins,KAN,WR,25,9,2.0,0,0,0,0,0,2,-2,-1.0,0,15.0,9,93,10.33,0,9.0,18.1,13.6,,158,,1.0,16,353,5100,962,5.3,17,11,309,320,493,3182,18,6,5.9,184,420,1918,18,4.6,92,88,681,33,35.8,9.2,37.4,18,418,1920,320,493,3182,18,6,311,478.0,3089,18
413,Chase Daniel,KAN,QB,28,3,1.0,16,28,157,0,0,4,15,3.75,0,0.0,0,0,,0,8.0,7.8,7.8,,55,,2.67,16,353,5100,962,5.3,17,11,309,320,493,3182,18,6,5.9,184,420,1918,18,4.6,92,88,681,33,35.8,9.2,37.4,18,416,1903,304,465,3025,18,6,320,493.0,3182,18
446,Frankie Hammond,KAN,WR,24,16,3.0,0,0,0,0,0,0,0,,0,11.0,4,45,11.25,0,5.0,8.5,6.5,,178,,0.31,16,353,5100,962,5.3,17,11,309,320,493,3182,18,6,5.9,184,420,1918,18,4.6,92,88,681,33,35.8,9.2,37.4,18,420,1918,320,493,3182,18,6,316,482.0,3137,18
473,Demetrius Harris,KAN,TE,23,8,3.0,0,0,0,0,0,0,0,,0,5.0,3,20,6.67,0,2.0,5.0,3.5,,87,,0.25,16,353,5100,962,5.3,17,11,309,320,493,3182,18,6,5.9,184,420,1918,18,4.6,92,88,681,33,35.8,9.2,37.4,18,420,1918,320,493,3182,18,6,317,488.0,3162,18
36,Jeremy Maclin,PHI,WR,26,16,16.0,0,0,0,0,0,0,0,,0,143.0,85,1318,15.51,10,192.0,279.8,234.3,70.0,9,20.0,12.0,3,474,6348,1127,5.6,36,15,356,384,621,4356,27,21,6.7,218,474,1992,16,4.2,109,115,995,29,36.9,17.2,46.41,16,474,1992,384,621,4356,27,21,299,478.0,3038,17
49,LeSean McCoy,PHI,RB,26,16,16.0,0,0,0,0,0,312,1319,4.23,5,37.0,28,155,5.54,0,171.0,208.4,185.4,50.0,12,30.0,10.69,3,474,6348,1127,5.6,36,15,356,384,621,4356,27,21,6.7,218,474,1992,16,4.2,109,115,995,29,36.9,17.2,46.41,11,162,673,384,621,4356,27,21,356,584.0,4201,27
68,Mark Sanchez,PHI,QB,28,9,8.0,198,309,2418,14,11,34,87,2.56,1,0.0,0,0,,0,139.0,156.4,150.4,,27,,15.44,3,474,6348,1127,5.6,36,15,356,384,621,4356,27,21,6.7,218,474,1992,16,4.2,109,115,995,29,36.9,17.2,46.41,15,440,1905,186,312,1938,13,10,384,621.0,4356,27
73,Jordan Matthews,PHI,WR,22,16,10.0,0,0,0,0,0,0,0,,0,103.0,67,872,13.01,8,135.0,205.2,168.7,14.0,24,59.0,8.44,3,474,6348,1127,5.6,36,15,356,384,621,4356,27,21,6.7,218,474,1992,16,4.2,109,115,995,29,36.9,17.2,46.41,16,474,1992,384,621,4356,27,21,317,518.0,3484,19
92,Nick Foles,PHI,QB,25,8,8.0,186,311,2163,13,10,16,68,4.25,0,0.0,0,0,,0,119.0,135.3,129.3,,29,,14.88,3,474,6348,1127,5.6,36,15,356,384,621,4356,27,21,6.7,218,474,1992,16,4.2,109,115,995,29,36.9,17.2,46.41,16,458,1924,198,310,2193,14,11,384,621.0,4356,27
110,Darren Sproles,PHI,RB,31,15,0.0,0,0,0,0,0,57,329,5.77,6,62.0,40,387,9.68,0,106.0,164.6,137.6,,31,,7.07,3,474,6348,1127,5.6,36,15,356,384,621,4356,27,21,6.7,218,474,1992,16,4.2,109,115,995,29,36.9,17.2,46.41,10,417,1663,384,621,4356,27,21,344,559.0,3969,27
145,Zach Ertz,PHI,WR,24,16,5.0,0,0,0,0,0,0,0,,0,89.0,58,702,12.1,3,86.0,148.2,115.2,,59,,5.38,3,474,6348,1127,5.6,36,15,356,384,621,4356,27,21,6.7,218,474,1992,16,4.2,109,115,995,29,36.9,17.2,46.41,16,474,1992,384,621,4356,27,21,326,532.0,3654,24
164,Riley Cooper,PHI,WR,27,16,16.0,0,0,0,0,0,0,0,,0,95.0,55,577,10.49,3,74.0,132.7,101.2,,66,,4.62,3,474,6348,1127,5.6,36,15,356,384,621,4356,27,21,6.7,218,474,1992,16,4.2,109,115,995,29,36.9,17.2,46.41,16,474,1992,384,621,4356,27,21,329,526.0,3779,24
243,Chris Polk,PHI,RB,25,14,0.0,0,0,0,0,0,46,172,3.74,4,3.0,2,16,8.0,0,43.0,53.8,49.8,,73,,3.07,3,474,6348,1127,5.6,36,15,356,384,621,4356,27,21,6.7,218,474,1992,16,4.2,109,115,995,29,36.9,17.2,46.41,12,428,1820,384,621,4356,27,21,382,618.0,4340,27
254,Brent Celek,PHI,TE,29,16,15.0,0,0,0,0,0,0,0,,0,51.0,32,340,10.63,1,38.0,74.0,54.0,,29,,2.38,3,474,6348,1127,5.6,36,15,356,384,621,4356,27,21,6.7,218,474,1992,16,4.2,109,115,995,29,36.9,17.2,46.41,16,474,1992,384,621,4356,27,21,352,570.0,4016,26
331,James Casey,PHI,TE,30,16,2.0,0,0,0,0,0,0,0,,0,3.0,3,59,19.67,2,18.0,20.9,19.4,,50,,1.12,3,474,6348,1127,5.6,36,15,356,384,621,4356,27,21,6.7,218,474,1992,16,4.2,109,115,995,29,36.9,17.2,46.41,16,474,1992,384,621,4356,27,21,381,618.0,4297,25
404,Josh Huff,PHI,WR,23,12,0.0,0,0,0,0,0,1,7,7.0,0,18.0,8,98,12.25,0,9.0,23.5,18.5,,160,,0.75,3,474,6348,1127,5.6,36,15,356,384,621,4356,27,21,6.7,218,474,1992,16,4.2,109,115,995,29,36.9,17.2,46.41,16,473,1985,384,621,4356,27,21,376,603.0,4258,27
445,Jeff Maehl,PHI,WR,25,8,0.0,0,0,0,0,0,0,0,,0,5.0,5,46,9.2,0,5.0,9.6,7.1,,176,,0.62,3,474,6348,1127,5.6,36,15,356,384,621,4356,27,21,6.7,218,474,1992,16,4.2,109,115,995,29,36.9,17.2,46.41,16,474,1992,384,621,4356,27,21,379,616.0,4310,27
491,Trey Burton,PHI,TE,23,15,0.0,0,0,0,0,0,5,10,2.0,0,0.0,0,0,,0,1.0,1.0,1.0,,90,,0.07,3,474,6348,1127,5.6,36,15,356,384,621,4356,27,21,6.7,218,474,1992,16,4.2,109,115,995,29,36.9,17.2,46.41,16,469,1982,384,621,4356,27,21,384,621.0,4356,27
501,Brad Smith,PHI,WR,31,13,0.0,0,0,0,0,0,0,0,,0,3.0,1,11,11.0,0,1.0,2.1,1.6,,194,,0.08,3,474,6348,1127,5.6,36,15,356,384,621,4356,27,21,6.7,218,474,1992,16,4.2,109,115,995,29,36.9,17.2,46.41,16,474,1992,384,621,4356,27,21,383,618.0,4345,27
37,Derek Carr,OAK,QB,23,16,16.0,348,599,3270,21,12,29,92,3.17,0,1.0,0,0,,0,192.0,211.0,204.0,,20,,12.0,31,253,4515,994,4.5,29,13,248,365,629,3275,22,16,5.0,173,337,1240,4,3.7,56,116,939,19,22.7,13.6,-139.12,4,308,1148,17,30,5,1,4,365,628.0,3275,22
117,James Jones,OAK,WR,30,16,10.0,0,0,0,0,0,0,0,,0,112.0,73,666,9.12,6,101.0,177.6,137.1,,45,,6.31,31,253,4515,994,4.5,29,13,248,365,629,3275,22,16,5.0,173,337,1240,4,3.7,56,116,939,19,22.7,13.6,-139.12,4,337,1240,365,629,3275,22,16,292,517.0,2609,16
129,Andre Holmes,OAK,WR,26,16,13.0,0,0,0,0,0,0,0,,0,99.0,47,693,14.74,4,93.0,143.3,116.8,,53,,5.81,31,253,4515,994,4.5,29,13,248,365,629,3275,22,16,5.0,173,337,1240,4,3.7,56,116,939,19,22.7,13.6,-139.12,4,337,1240,365,629,3275,22,16,318,530.0,2582,18
147,Darren McFadden,OAK,RB,27,16,12.0,0,1,0,0,0,155,534,3.45,2,56.0,36,212,5.89,0,85.0,127.6,102.6,,37,,5.31,31,253,4515,994,4.5,29,13,248,365,629,3275,22,16,5.0,173,337,1240,4,3.7,56,116,939,19,22.7,13.6,-139.12,2,182,706,365,628,3275,22,16,329,573.0,3063,22
163,Mychal Rivera,OAK,TE,24,16,10.0,0,0,0,0,0,0,0,,0,99.0,58,534,9.21,4,75.0,137.4,104.4,,18,,4.69,31,253,4515,994,4.5,29,13,248,365,629,3275,22,16,5.0,173,337,1240,4,3.7,56,116,939,19,22.7,13.6,-139.12,4,337,1240,365,629,3275,22,16,307,530.0,2741,18
170,Latavius Murray,OAK,RB,24,15,3.0,0,0,0,0,0,82,424,5.17,2,23.0,17,143,8.41,0,69.0,91.7,77.2,,46,,4.6,31,253,4515,994,4.5,29,13,248,365,629,3275,22,16,5.0,173,337,1240,4,3.7,56,116,939,19,22.7,13.6,-139.12,2,255,816,365,629,3275,22,16,348,606.0,3132,22
251,Brice Butler,OAK,WR,24,15,0.0,0,0,0,0,0,0,0,,0,35.0,21,280,13.33,2,40.0,64.0,50.5,,104,,2.67,31,253,4515,994,4.5,29,13,248,365,629,3275,22,16,5.0,173,337,1240,4,3.7,56,116,939,19,22.7,13.6,-139.12,4,337,1240,365,629,3275,22,16,344,594.0,2995,20
253,Marcel Reece,OAK,RB,29,15,15.0,0,0,0,0,0,21,85,4.05,0,59.0,37,265,7.16,1,39.0,80.0,57.5,,77,,2.6,31,253,4515,994,4.5,29,13,248,365,629,3275,22,16,5.0,173,337,1240,4,3.7,56,116,939,19,22.7,13.6,-139.12,4,316,1155,365,629,3275,22,16,328,570.0,3010,21
336,Maurice Jones-Drew,OAK,RB,29,12,1.0,0,0,0,0,0,43,96,2.23,0,16.0,11,71,6.45,0,17.0,27.7,22.2,,101,,1.42,31,253,4515,994,4.5,29,13,248,365,629,3275,22,16,5.0,173,337,1240,4,3.7,56,116,939,19,22.7,13.6,-139.12,4,294,1144,365,629,3275,22,16,354,613.0,3204,22
356,Rod Streater,OAK,WR,26,3,3.0,0,0,0,0,0,0,0,,0,13.0,9,84,9.33,1,14.0,23.4,18.9,,143,,4.67,31,253,4515,994,4.5,29,13,248,365,629,3275,22,16,5.0,173,337,1240,4,3.7,56,116,939,19,22.7,13.6,-139.12,4,337,1240,365,629,3275,22,16,356,616.0,3191,21
357,Jamize Olawale,OAK,RB,25,16,0.0,0,0,0,0,0,2,0,0.0,0,6.0,5,18,3.6,2,14.0,18.8,16.3,,108,,0.88,31,253,4515,994,4.5,29,13,248,365,629,3275,22,16,5.0,173,337,1240,4,3.7,56,116,939,19,22.7,13.6,-139.12,4,335,1240,365,629,3275,22,16,360,623.0,3257,20
372,Vincent Brown,OAK,WR,25,7,0.0,0,0,0,0,0,0,0,,0,21.0,12,118,9.83,0,12.0,26.8,17.8,,149,,1.71,31,253,4515,994,4.5,29,13,248,365,629,3275,22,16,5.0,173,337,1240,4,3.7,56,116,939,19,22.7,13.6,-139.12,4,337,1240,365,629,3275,22,16,353,608.0,3157,22
390,Brian Leonhardt,OAK,TE,24,12,3.0,0,0,0,0,0,0,0,,0,8.0,6,35,5.83,1,10.0,15.5,12.5,,64,,0.83,31,253,4515,994,4.5,29,13,248,365,629,3275,22,16,5.0,173,337,1240,4,3.7,56,116,939,19,22.7,13.6,-139.12,4,337,1240,365,629,3275,22,16,359,621.0,3240,21
395,Denarius Moore,OAK,WR,26,10,2.0,0,0,0,0,0,1,1,1.0,0,27.0,12,115,9.58,0,10.0,25.6,15.6,,157,,1.0,31,253,4515,994,4.5,29,13,248,365,629,3275,22,16,5.0,173,337,1240,4,3.7,56,116,939,19,22.7,13.6,-139.12,4,336,1239,365,629,3275,22,16,353,602.0,3160,22
448,Matt McGloin,OAK,QB,25,1,0.0,12,19,129,1,2,2,3,1.5,0,0.0,0,0,,0,5.0,7.5,7.5,,59,,5.0,31,253,4515,994,4.5,29,13,248,365,629,3275,22,16,5.0,173,337,1240,4,3.7,56,116,939,19,22.7,13.6,-139.12,4,335,1237,353,610,3146,21,14,365,629.0,3275,22
490,David Ausberry,OAK,TE,27,6,0.0,0,0,0,0,0,0,0,,0,4.0,2,14,7.0,0,1.0,3.4,2.4,,89,,0.17,31,253,4515,994,4.5,29,13,248,365,629,3275,22,16,5.0,173,337,1240,4,3.7,56,116,939,19,22.7,13.6,-139.12,4,337,1240,365,629,3275,22,16,363,625.0,3261,22
516,Matt Schaub,OAK,QB,33,11,0.0,5,10,57,0,2,0,0,,0,0.0,0,0,,0,-4.0,-0.7,-1.7,,76,,-0.36,31,253,4515,994,4.5,29,13,248,365,629,3275,22,16,5.0,173,337,1240,4,3.7,56,116,939,19,22.7,13.6,-139.12,4,337,1240,360,619,3218,22,14,365,629.0,3275,22
42,Teddy Bridgewater,MIN,QB,22,13,12.0,259,402,2919,14,12,47,209,4.45,1,0.0,0,0,,0,180.0,197.7,191.7,,22,,13.85,20,325,5048,981,5.1,20,2,288,322,517,3244,17,18,5.7,171,413,1804,12,4.4,90,100,836,27,31.8,10.8,-2.41,11,366,1595,63,115,325,3,6,322,517.0,3244,17
61,Matt Asiata,MIN,RB,27,15,9.0,0,0,0,0,0,164,570,3.48,9,63.0,44,312,7.09,1,150.0,201.2,172.2,29.0,16,46.0,10.0,20,325,5048,981,5.1,20,2,288,322,517,3244,17,18,5.7,171,413,1804,12,4.4,90,100,836,27,31.8,10.8,-2.41,3,249,1234,322,517,3244,17,18,278,454.0,2932,16
105,Greg Jennings,MIN,WR,31,16,13.0,0,0,0,0,0,0,0,,0,92.0,59,742,12.58,6,110.0,172.2,139.7,,38,,6.88,20,325,5048,981,5.1,20,2,288,322,517,3244,17,18,5.7,171,413,1804,12,4.4,90,100,836,27,31.8,10.8,-2.41,12,413,1804,322,517,3244,17,18,263,425.0,2502,11
158,Jarius Wright,MIN,WR,25,16,7.0,0,0,0,0,0,5,71,14.2,0,62.0,42,588,14.0,2,78.0,122.9,98.9,,63,,4.88,20,325,5048,981,5.1,20,2,288,322,517,3244,17,18,5.7,171,413,1804,12,4.4,90,100,836,27,31.8,10.8,-2.41,12,408,1733,322,517,3244,17,18,280,455.0,2656,15
177,Jerick McKinnon,MIN,RB,22,11,6.0,0,0,0,0,0,113,538,4.76,0,41.0,27,135,5.0,0,67.0,100.3,80.8,,48,,6.09,20,325,5048,981,5.1,20,2,288,322,517,3244,17,18,5.7,171,413,1804,12,4.4,90,100,836,27,31.8,10.8,-2.41,12,300,1266,322,517,3244,17,18,295,476.0,3109,17
197,Charles Johnson,MIN,WR,25,12,6.0,0,0,0,0,0,1,-11,-11.0,0,59.0,31,475,15.32,2,60.0,94.4,75.9,,83,,5.0,20,325,5048,981,5.1,20,2,288,322,517,3244,17,18,5.7,171,413,1804,12,4.4,90,100,836,27,31.8,10.8,-2.41,12,412,1815,322,517,3244,17,18,291,458.0,2769,15
199,Cordarrelle Patterson,MIN,WR,23,16,7.0,0,0,0,0,0,10,117,11.7,1,67.0,33,384,11.64,1,60.0,100.1,76.6,,84,,3.75,20,325,5048,981,5.1,20,2,288,322,517,3244,17,18,5.7,171,413,1804,12,4.4,90,100,836,27,31.8,10.8,-2.41,11,403,1687,322,517,3244,17,18,289,450.0,2860,16
260,Kyle Rudolph,MIN,TE,25,9,8.0,0,0,0,0,0,0,0,,0,34.0,24,231,9.63,2,35.0,62.1,47.1,,32,,3.89,20,325,5048,981,5.1,20,2,288,322,517,3244,17,18,5.7,171,413,1804,12,4.4,90,100,836,27,31.8,10.8,-2.41,12,413,1804,322,517,3244,17,18,298,483.0,3013,15
275,Chase Ford,MIN,TE,24,11,5.0,0,0,0,0,0,0,0,,0,35.0,23,258,11.22,1,32.0,57.8,43.3,,38,,2.91,20,325,5048,981,5.1,20,2,288,322,517,3244,17,18,5.7,171,413,1804,12,4.4,90,100,836,27,31.8,10.8,-2.41,12,413,1804,322,517,3244,17,18,299,482.0,2986,16
285,Rhett Ellison,MIN,TE,26,16,13.0,0,0,0,0,0,0,0,,0,26.0,19,208,10.95,1,29.0,50.8,38.3,,42,,1.81,20,325,5048,981,5.1,20,2,288,322,517,3244,17,18,5.7,171,413,1804,12,4.4,90,100,836,27,31.8,10.8,-2.41,12,413,1804,322,517,3244,17,18,303,491.0,3036,16
308,Matt Cassel,MIN,QB,32,3,3.0,41,71,425,3,4,9,18,2.0,0,0.0,0,0,,0,23.0,29.8,26.8,,46,,7.67,20,325,5048,981,5.1,20,2,288,322,517,3244,17,18,5.7,171,413,1804,12,4.4,90,100,836,27,31.8,10.8,-2.41,12,404,1786,281,446,2819,14,14,322,517.0,3244,17
323,Adam Thielen,MIN,WR,24,16,2.0,0,0,0,0,0,0,0,,0,13.0,8,137,17.13,1,20.0,30.7,23.7,,133,,1.25,20,325,5048,981,5.1,20,2,288,322,517,3244,17,18,5.7,171,413,1804,12,4.4,90,100,836,27,31.8,10.8,-2.41,12,413,1804,322,517,3244,17,18,314,504.0,3107,16
350,Joe Banyard,MIN,RB,26,15,0.0,0,0,0,0,0,21,88,4.19,0,11.0,9,62,6.89,0,15.0,24.0,19.5,,105,,1.0,20,325,5048,981,5.1,20,2,288,322,517,3244,17,18,5.7,171,413,1804,12,4.4,90,100,836,27,31.8,10.8,-2.41,12,392,1716,322,517,3244,17,18,313,506.0,3182,17
376,Christian Ponder,MIN,QB,26,2,1.0,22,44,222,0,2,4,16,4.0,1,0.0,0,0,,0,12.0,14.5,14.5,,52,,6.0,20,325,5048,981,5.1,20,2,288,322,517,3244,17,18,5.7,171,413,1804,12,4.4,90,100,836,27,31.8,10.8,-2.41,11,409,1788,300,473,3022,17,16,322,517.0,3244,17
399,Adrian Peterson,MIN,RB,29,1,1.0,0,0,0,0,0,21,75,3.57,0,3.0,2,18,9.0,0,9.0,11.3,10.3,,121,,9.0,20,325,5048,981,5.1,20,2,288,322,517,3244,17,18,5.7,171,413,1804,12,4.4,90,100,836,27,31.8,10.8,-2.41,12,392,1729,322,517,3244,17,18,320,514.0,3226,17
467,Jerome Felton,MIN,RB,28,16,3.0,0,0,0,0,0,4,27,6.75,0,2.0,0,0,,0,3.0,8.7,8.7,,141,,0.19,20,325,5048,981,5.1,20,2,288,322,517,3244,17,18,5.7,171,413,1804,12,4.4,90,100,836,27,31.8,10.8,-2.41,12,409,1777,322,517,3244,17,18,322,515.0,3244,17
518,Zach Line,MIN,,24,1,0.0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,2,,,20,325,5048,981,5.1,20,2,288,322,517,3244,17,18,5.7,171,413,1804,12,4.4,90,100,836,27,31.8,10.8,-2.41,12,413,1804,322,517,3244,17,18,322,,3244,17
45,Mike Evans,TAM,WR,21,15,15.0,0,0,0,0,0,0,0,,0,122.0,68,1051,15.46,12,177.0,248.1,211.1,56.0,11,27.0,11.8,29,277,4672,936,5.0,33,13,263,301,531,3297,21,20,5.7,162,353,1375,7,3.9,72,118,939,29,26.7,17.2,-68.29,7,353,1375,301,531,3297,21,20,233,409.0,2246,9
81,Josh McCown,TAM,QB,35,11,11.0,184,327,2206,11,14,25,127,5.08,3,0.0,0,0,,0,127.0,150.9,140.9,,28,,11.55,29,277,4672,936,5.0,33,13,263,301,531,3297,21,20,5.7,162,353,1375,7,3.9,72,118,939,29,26.7,17.2,-68.29,4,328,1248,117,204,1091,10,6,301,531.0,3297,21
104,Vincent Jackson,TAM,WR,31,16,16.0,0,0,0,0,0,0,0,,0,142.0,70,1002,14.31,2,110.0,184.2,145.2,,39,,6.88,29,277,4672,936,5.0,33,13,263,301,531,3297,21,20,5.7,162,353,1375,7,3.9,72,118,939,29,26.7,17.2,-68.29,7,353,1375,301,531,3297,21,20,231,389.0,2295,19
137,Mike Glennon,TAM,QB,25,6,5.0,117,203,1417,10,6,10,49,4.9,0,0.0,0,0,,0,90.0,98.6,95.6,,33,,15.0,29,277,4672,936,5.0,33,13,263,301,531,3297,21,20,5.7,162,353,1375,7,3.9,72,118,939,29,26.7,17.2,-68.29,7,343,1326,184,328,1880,11,14,301,531.0,3297,21
155,Bobby Rainey,TAM,RB,27,15,5.0,0,1,0,0,0,94,406,4.32,1,45.0,33,315,9.55,1,78.0,120.1,94.6,,42,,5.2,29,277,4672,936,5.0,33,13,263,301,531,3297,21,20,5.7,162,353,1375,7,3.9,72,118,939,29,26.7,17.2,-68.29,6,259,969,301,530,3297,21,20,268,486.0,2982,20
175,Doug Martin,TAM,RB,25,11,11.0,0,0,0,0,0,134,494,3.69,2,20.0,13,64,4.92,0,68.0,83.8,74.3,,47,,6.18,29,277,4672,936,5.0,33,13,263,301,531,3297,21,20,5.7,162,353,1375,7,3.9,72,118,939,29,26.7,17.2,-68.29,5,219,881,301,531,3297,21,20,288,511.0,3233,21
226,Louis Murphy,TAM,WR,27,11,3.0,0,0,0,0,0,0,0,,0,56.0,31,380,12.26,2,50.0,84.0,65.5,,96,,4.55,29,277,4672,936,5.0,33,13,263,301,531,3297,21,20,5.7,162,353,1375,7,3.9,72,118,939,29,26.7,17.2,-68.29,7,353,1375,301,531,3297,21,20,270,475.0,2917,19
244,Charles Sims,TAM,RB,24,8,0.0,0,0,0,0,0,66,185,2.8,1,27.0,19,190,10.0,0,42.0,67.5,51.0,,74,,5.25,29,277,4672,936,5.0,33,13,263,301,531,3297,21,20,5.7,162,353,1375,7,3.9,72,118,939,29,26.7,17.2,-68.29,6,287,1190,301,531,3297,21,20,282,504.0,3107,21
274,Austin Seferian-Jenkins,TAM,TE,22,9,9.0,0,0,0,0,0,0,0,,0,38.0,21,221,10.52,2,32.0,57.1,42.6,,37,,3.56,29,277,4672,936,5.0,33,13,263,301,531,3297,21,20,5.7,162,353,1375,7,3.9,72,118,939,29,26.7,17.2,-68.29,7,353,1375,301,531,3297,21,20,280,493.0,3076,19
329,Brandon Myers,TAM,WR,29,14,6.0,0,0,0,0,0,0,0,,0,32.0,22,190,8.64,0,19.0,44.0,30.0,,134,,1.36,29,277,4672,936,5.0,33,13,263,301,531,3297,21,20,5.7,162,353,1375,7,3.9,72,118,939,29,26.7,17.2,-68.29,7,353,1375,301,531,3297,21,20,279,499.0,3107,21
373,Robert Herron,TAM,WR,22,8,0.0,0,0,0,0,0,1,0,0.0,0,12.0,6,58,9.67,1,12.0,17.8,14.8,,148,,1.5,29,277,4672,936,5.0,33,13,263,301,531,3297,21,20,5.7,162,353,1375,7,3.9,72,118,939,29,26.7,17.2,-68.29,7,352,1375,301,531,3297,21,20,295,519.0,3239,20
431,Jorvorskie Lane,TAM,RB,27,9,4.0,0,0,0,0,0,3,58,19.33,0,1.0,1,3,3.0,0,6.0,7.1,6.6,,132,,0.67,29,277,4672,936,5.0,33,13,263,301,531,3297,21,20,5.7,162,353,1375,7,3.9,72,118,939,29,26.7,17.2,-68.29,7,350,1317,301,531,3297,21,20,300,530.0,3294,21
433,Russell Shepard,TAM,WR,24,16,0.0,0,0,0,0,0,0,0,,0,8.0,4,63,15.75,0,6.0,10.3,8.3,,170,,0.38,29,277,4672,936,5.0,33,13,263,301,531,3297,21,20,5.7,162,353,1375,7,3.9,72,118,939,29,26.7,17.2,-68.29,7,353,1375,301,531,3297,21,20,297,523.0,3234,21
457,Luke Stocker,TAM,WR,26,13,7.0,0,0,0,0,0,0,0,,0,11.0,7,41,5.86,0,4.0,11.1,7.6,,180,,0.31,29,277,4672,936,5.0,33,13,263,301,531,3297,21,20,5.7,162,353,1375,7,3.9,72,118,939,29,26.7,17.2,-68.29,7,353,1375,301,531,3297,21,20,294,520.0,3256,21
