Rk,Name,Tm,FantPos,Age,G,GS,Cmp,PassAtt,PassYds,PassTD,Int,RushAtt,RushYds,Y/A,RushTD,Tgt,Rec,RecYds,Y/R,RecTD,FantPprPt,DKPt,FDPt,VBD,PosRank,OvRank,FantPprPtpg,RkTm,PF,TotalYds,Ply,Y/P,TO,FL,Pass1stD,CmpTm,PassAttTm,PassYdsTm,PassTDTm,IntTm,NY/A,Pass1stD.1,RushAttTm,RushYdsTm,RushTDTm,Y/ATm,Rush1stD,Pen,PenYds,1stPy,Sc%,TO%,EXP,RushTDTmSans,RushAttTmSans,RushYdsTmSans,CmpTmSans,PassAttTmSans,PassYdsTmSans,PassTDTmSans,IntTmSans,RecTmSans,TgtTmSans,RecYdsTmSans,RecTDTmSans
435,Brock Osweiler,DEN,QB,24,4,0.0,16.0,40.0,208.0,4.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,24.0,6.1,6.1,,57,,1.5,2,482,6446,1067,6.0,20,5,360,399,607,4661,40,15,7.5,227,443,1785,15,4.0,98,120,1045,35,39.9,9.6,130.29,15.0,411.0,1785.0,383.0,567.0,4453.0,36.0,15.0,399.0,607.0,4661.0,40.0
444,Andre Caldwell,DEN,WR,29,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,15.0,5.0,47.0,9.4,0.0,10.0,9.7,7.2,,175,,0.62,2,482,6446,1067,6.0,20,5,360,399,607,4661,40,15,7.5,227,443,1785,15,4.0,98,120,1045,35,39.9,9.6,130.29,15.0,443.0,1785.0,399.0,607.0,4661.0,40.0,15.0,394.0,592.0,4614.0,40.0
476,Jeremy Stewart,DEN,RB,25,6,0.0,0.0,0.0,0.0,0.0,0.0,16.0,58.7,3.67,0.0,0.0,0.0,0.0,,0.0,5.3,2.2,2.2,,143,,0.33,2,482,6446,1067,6.0,20,5,360,399,607,4661,40,15,7.5,227,443,1785,15,4.0,98,120,1045,35,39.9,9.6,130.29,15.0,427.0,1726.3,399.0,607.0,4661.0,40.0,15.0,399.0,607.0,4661.0,40.0
481,Cody Latimer,DEN,WR,22,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,4.0,46.0,11.5,0.0,8.0,4.3,3.3,,187,,0.5,2,482,6446,1067,6.0,20,5,360,399,607,4661,40,15,7.5,227,443,1785,15,4.0,98,120,1045,35,39.9,9.6,130.29,15.0,443.0,1785.0,399.0,607.0,4661.0,40.0,15.0,395.0,599.0,4615.0,40.0
513,Isaiah Burse,DEN,,23,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.3,0.0,0.0,,0.0,-2.7,-1.0,-2.0,,227,,-0.17,2,482,6446,1067,6.0,20,5,360,399,607,4661,40,15,7.5,227,443,1785,15,4.0,98,120,1045,35,39.9,9.6,130.29,15.0,443.0,1785.0,399.0,607.0,4661.0,40.0,15.0,399.0,605.7,4661.0,40.0
534,Dominique Jones,DEN,,27,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,102,,0.0,2,482,6446,1067,6.0,20,5,360,399,607,4661,40,15,7.5,227,443,1785,15,4.0,98,120,1045,35,39.9,9.6,130.29,15.0,443.0,1785.0,399.0,607.0,4661.0,40.0,15.0,399.0,,4661.0,40.0
5,Ben Roethlisberger,PIT,QB,32,16,16.0,408.0,608.0,4952.0,32.0,9.0,33.0,27.0,0.82,0.0,0.0,0.0,-6.0,,0.0,310.0,323.2,315.2,45.0,5,35.0,19.38,7,436,6577,1068,6.2,21,11,379,411,612,4825,33,10,7.5,243,423,1752,10,4.1,98,103,834,38,41.4,11.5,162.53,10.0,390.0,1725.0,3.0,4.0,-127.0,1.0,1.0,411.0,612.0,4831.0,33.0
8,Le'Veon Bell,PIT,RB,22,16,16.0,0.0,0.0,0.0,0.0,0.0,290.0,1361.0,4.69,8.0,105.0,83.0,854.0,10.29,3.0,371.0,376.5,329.0,167.0,2,2.0,23.19,7,436,6577,1068,6.2,21,11,379,411,612,4825,33,10,7.5,243,423,1752,10,4.1,98,103,834,38,41.4,11.5,162.53,2.0,133.0,391.0,411.0,612.0,4825.0,33.0,10.0,328.0,507.0,3971.0,30.0
19,Antonio Brown,PIT,WR,26,16,16.0,2.0,2.0,20.0,1.0,0.0,4.0,13.0,3.25,0.0,181.0,129.0,1698.0,13.16,13.0,381.0,391.9,322.4,130.0,1,4.0,23.81,7,436,6577,1068,6.2,21,11,379,411,612,4825,33,10,7.5,243,423,1752,10,4.1,98,103,834,38,41.4,11.5,162.53,10.0,419.0,1739.0,409.0,610.0,4805.0,32.0,10.0,282.0,431.0,3127.0,20.0
113,Martavis Bryant,PIT,WR,23,10,3.0,0.0,0.0,0.0,0.0,0.0,4.8,19.2,4.0,0.0,76.8,41.6,878.4,21.12,12.8,208.0,133.1,117.1,,42,,13.0,7,436,6577,1068,6.2,21,11,379,411,612,4825,33,10,7.5,243,423,1752,10,4.1,98,103,834,38,41.4,11.5,162.53,10.0,418.2,1732.8,411.0,612.0,4825.0,33.0,10.0,369.4,535.2,3946.6,20.2
126,Heath Miller,PIT,TE,32,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,91.0,66.0,761.0,11.53,3.0,160.0,164.1,127.1,4.0,11,70.0,10.0,7,436,6577,1068,6.2,21,11,379,411,612,4825,33,10,7.5,243,423,1752,10,4.1,98,103,834,38,41.4,11.5,162.53,10.0,423.0,1752.0,411.0,612.0,4825.0,33.0,10.0,345.0,521.0,4064.0,30.0
157,Markus Wheaton,PIT,WR,23,16,11.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,4.75,0.0,86.0,53.0,644.0,12.15,2.0,131.0,134.3,104.8,,62,,8.19,7,436,6577,1068,6.2,21,11,379,411,612,4825,33,10,7.5,243,423,1752,10,4.1,98,103,834,38,41.4,11.5,162.53,10.0,419.0,1733.0,411.0,612.0,4825.0,33.0,10.0,358.0,526.0,4181.0,31.0
269,Lance Moore,PIT,WR,31,14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,29.7,16.0,226.3,14.14,2.3,54.9,50.8,40.8,,109,,3.43,7,436,6577,1068,6.2,21,11,379,411,612,4825,33,10,7.5,243,423,1752,10,4.1,98,103,834,38,41.4,11.5,162.53,10.0,423.0,1752.0,411.0,612.0,4825.0,33.0,10.0,395.0,582.3,4598.7,30.7
365,Matt Spaeth,PIT,WR,31,15,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.3,3.2,49.1,15.33,1.1,17.1,15.6,14.1,,145,,1.07,7,436,6577,1068,6.2,21,11,379,411,612,4825,33,10,7.5,243,423,1752,10,4.1,98,103,834,38,41.4,11.5,162.53,10.0,423.0,1752.0,411.0,612.0,4825.0,33.0,10.0,407.8,607.7,4775.9,31.9
420,Justin Brown,PIT,WR,23,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,42.0,24.0,188.0,7.83,0.0,38.0,20.4,13.4,,164,,2.38,7,436,6577,1068,6.2,21,11,379,411,612,4825,33,10,7.5,243,423,1752,10,4.1,98,103,834,38,41.4,11.5,162.53,10.0,423.0,1752.0,411.0,612.0,4825.0,33.0,10.0,387.0,570.0,4637.0,33.0
429,Michael Palmer,PIT,TE,26,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.1,1.1,1.1,1.0,1.1,7.5,7.1,6.6,,74,,0.47,7,436,6577,1068,6.2,21,11,379,411,612,4825,33,10,7.5,243,423,1752,10,4.1,98,103,834,38,41.4,11.5,162.53,10.0,423.0,1752.0,411.0,612.0,4825.0,33.0,10.0,409.9,609.9,4823.9,31.9
432,Dri Archer,PIT,WR,23,12,0.0,0.0,0.0,0.0,0.0,0.0,13.3,53.3,4.0,0.0,13.3,9.3,30.7,3.29,0.0,17.3,13.3,9.8,,169,,1.08,7,436,6577,1068,6.2,21,11,379,411,612,4825,33,10,7.5,243,423,1752,10,4.1,98,103,834,38,41.4,11.5,162.53,10.0,409.7,1698.7,411.0,612.0,4825.0,33.0,10.0,401.7,598.7,4794.3,33.0
454,Will Johnson,PIT,RB,25,16,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,6.0,41.0,6.83,0.0,10.0,10.1,7.1,,136,,0.62,7,436,6577,1068,6.2,21,11,379,411,612,4825,33,10,7.5,243,423,1752,10,4.1,98,103,834,38,41.4,11.5,162.53,10.0,421.0,1752.0,411.0,612.0,4825.0,33.0,10.0,405.0,603.0,4784.0,33.0
482,Josh Harris,PIT,RB,23,5,0.0,0.0,0.0,0.0,0.0,0.0,28.8,51.2,1.78,0.0,0.0,0.0,0.0,,0.0,6.4,1.6,1.6,,147,,0.4,7,436,6577,1068,6.2,21,11,379,411,612,4825,33,10,7.5,243,423,1752,10,4.1,98,103,834,38,41.4,11.5,162.53,10.0,394.2,1700.8,411.0,612.0,4825.0,33.0,10.0,411.0,612.0,4825.0,33.0
499,Darrius Heyward-Bey,PIT,WR,27,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,3.0,33.0,11.0,0.0,4.0,5.3,2.8,,193,,0.25,7,436,6577,1068,6.2,21,11,379,411,612,4825,33,10,7.5,243,423,1752,10,4.1,98,103,834,38,41.4,11.5,162.53,10.0,423.0,1752.0,411.0,612.0,4825.0,33.0,10.0,408.0,607.0,4792.0,33.0
6,Drew Brees,NOR,QB,35,16,16.0,456.0,659.0,4952.0,33.0,17.0,27.0,68.0,2.52,1.0,1.0,1.0,1.0,1.0,0.0,306.0,327.0,320.5,39.0,6,39.0,19.12,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,15.0,379.0,1750.0,0.0,0.0,-188.0,0.0,0.0,455.0,658.0,4763.0,33.0
52,Mark Ingram,NOR,RB,25,13,9.0,0.0,0.0,0.0,0.0,0.0,278.2,1186.5,4.27,11.1,44.3,35.7,178.5,5.0,0.0,236.3,198.9,177.4,42.0,15,36.0,14.77,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,4.9,127.80000000000001,631.5,456.0,659.0,4764.0,33.0,17.0,420.3,614.7,4585.5,33.0
64,Jimmy Graham,NOR,TE,28,16,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,125.0,85.0,889.0,10.46,10.0,230.0,234.9,187.4,55.0,3,29.0,14.38,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16.0,406.0,1818.0,456.0,659.0,4764.0,33.0,17.0,371.0,534.0,3875.0,23.0
94,Marques Colston,NOR,WR,31,16,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,59.0,902.0,15.29,5.0,177.0,181.2,147.7,,33,,11.06,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16.0,406.0,1818.0,456.0,659.0,4764.0,33.0,17.0,397.0,559.0,3862.0,28.0
101,Kenny Stills,NOR,WR,22,15,7.0,0.0,0.0,0.0,0.0,0.0,1.1,-2.1,-2.0,0.0,88.5,67.2,993.1,14.78,3.2,185.6,176.9,142.4,,36,,11.6,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16.0,404.9,1820.1,456.0,659.0,4764.0,33.0,17.0,388.8,570.5,3770.9,29.8
144,Brandin Cooks,NOR,WR,21,10,7.0,0.0,0.0,0.0,0.0,0.0,11.2,116.8,10.43,1.6,110.4,84.8,880.0,10.38,4.8,222.4,142.3,112.8,,58,,13.9,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,14.4,394.8,1701.2,456.0,659.0,4764.0,33.0,17.0,371.2,548.6,3884.0,28.2
156,Pierre Thomas,NOR,RB,30,11,3.0,0.0,0.0,0.0,0.0,0.0,65.5,322.9,4.93,2.9,80.0,65.5,549.8,8.4,1.5,178.9,129.0,100.5,,43,,11.18,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,13.1,340.5,1495.1,456.0,659.0,4764.0,33.0,17.0,390.5,579.0,4214.2,31.5
208,Khiry Robinson,NOR,RB,25,10,3.0,0.0,0.0,0.0,0.0,0.0,121.6,579.2,4.76,4.8,17.6,12.8,100.8,7.88,0.0,104.0,69.5,60.5,,60,,6.5,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,11.2,284.4,1238.8,456.0,659.0,4764.0,33.0,17.0,443.2,641.4,4663.2,33.0
231,Josh Hill,NOR,TE,24,16,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,20.0,14.0,176.0,12.57,5.0,62.0,64.6,54.6,,24,,3.88,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16.0,406.0,1818.0,456.0,659.0,4764.0,33.0,17.0,442.0,639.0,4588.0,28.0
265,Travaris Cadet,NOR,RB,25,15,1.0,0.0,0.0,0.0,0.0,0.0,10.7,34.1,3.2,0.0,54.4,40.5,315.7,7.79,1.1,77.9,77.8,53.8,,80,,4.87,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16.0,395.3,1783.9,456.0,659.0,4764.0,33.0,17.0,415.5,604.6,4448.3,31.9
287,Ben Watson,NOR,TE,34,16,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,31.0,20.0,136.0,6.8,2.0,48.0,48.6,35.6,,43,,3.0,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16.0,406.0,1818.0,456.0,659.0,4764.0,33.0,17.0,436.0,628.0,4628.0,31.0
296,Nick Toon,NOR,WR,26,8,2.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,0.0,46.0,34.0,430.0,12.65,2.0,86.0,46.9,34.4,,120,,5.38,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16.0,404.0,1810.0,456.0,659.0,4764.0,33.0,17.0,422.0,613.0,4334.0,31.0
343,Joe Morgan,NOR,WR,26,5,2.0,0.0,0.0,0.0,0.0,0.0,3.2,214.4,67.0,0.0,32.0,12.8,294.4,23.0,0.0,64.0,19.9,17.9,,139,,4.0,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16.0,402.8,1603.6,456.0,659.0,4764.0,33.0,17.0,443.2,627.0,4469.6,33.0
383,Robert Meachem,NOR,WR,30,11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,29.1,10.2,165.8,16.29,0.0,26.2,21.4,14.9,,151,,1.64,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16.0,406.0,1818.0,456.0,659.0,4764.0,33.0,17.0,445.8,629.9,4598.2,33.0
392,Austin Johnson,NOR,RB,25,7,1.0,0.0,0.0,0.0,0.0,0.0,18.3,50.3,2.75,0.0,4.6,4.6,34.3,7.5,2.3,27.4,11.7,10.7,,120,,1.71,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16.0,387.7,1767.7,456.0,659.0,4764.0,33.0,17.0,451.4,654.4,4729.7,30.7
418,Erik Lorig,NOR,RB,28,10,6.0,0.0,0.0,0.0,0.0,0.0,4.8,6.4,1.33,0.0,16.0,14.4,43.2,3.0,1.6,25.6,17.1,11.6,,129,,1.6,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16.0,401.2,1811.6,456.0,659.0,4764.0,33.0,17.0,441.6,643.0,4720.8,31.4
483,Brian Leonard,NOR,RB,30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,16.0,16.0,240.0,15.0,0.0,48.0,2.5,2.0,,148,,3.0,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16.0,406.0,1818.0,456.0,659.0,4764.0,33.0,17.0,440.0,643.0,4524.0,33.0
540,Edwin Baker,NOR,RB,23,3,0.0,0.0,0.0,0.0,0.0,0.0,5.3,10.7,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.2,0.2,,153,,0.0,9,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,142.36,16.0,400.7,1807.3,456.0,659.0,4764.0,33.0,17.0,456.0,659.0,4764.0,33.0
7,DeMarco Murray,DAL,RB,26,16,16.0,0.0,0.0,0.0,0.0,0.0,392.0,1845.0,4.71,13.0,64.0,57.0,416.0,7.3,0.0,351.0,362.1,322.6,173.0,1,1.0,21.94,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,3.0,116.0,509.0,328.0,476.0,3784.0,37.0,11.0,271.0,412.0,3368.0,37.0
13,Tony Romo,DAL,QB,34,15,15.0,324.3,464.0,3952.0,36.3,9.6,27.7,65.1,2.35,0.0,0.0,0.0,0.0,,0.0,283.7,281.3,275.3,1.0,11,73.0,17.73,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,16.0,480.3,2288.9,3.6999999999999886,12.0,-168.0,0.7000000000000028,1.4000000000000004,328.0,476.0,3784.0,37.0
27,Dez Bryant,DAL,WR,26,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,136.0,88.0,1320.0,15.0,16.0,316.0,319.0,272.0,106.0,4,10.0,19.75,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,16.0,508.0,2354.0,328.0,476.0,3784.0,37.0,11.0,240.0,340.0,2464.0,21.0
106,Terrance Williams,DAL,WR,25,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,66.0,37.0,621.0,16.78,8.0,147.0,150.1,128.6,,40,,9.19,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,16.0,508.0,2354.0,328.0,476.0,3784.0,37.0,11.0,291.0,410.0,3163.0,29.0
118,Jason Witten,DAL,TE,32,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,90.0,64.0,703.0,10.98,5.0,164.0,167.3,132.3,10.0,10,66.0,10.25,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,16.0,508.0,2354.0,328.0,476.0,3784.0,37.0,11.0,264.0,386.0,3081.0,32.0
191,Cole Beasley,DAL,WR,25,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,49.0,37.0,420.0,11.35,4.0,99.0,104.0,80.5,,80,,6.19,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,16.0,508.0,2354.0,328.0,476.0,3784.0,37.0,11.0,291.0,427.0,3364.0,33.0
221,Joseph Randle,DAL,RB,23,16,0.0,0.0,0.0,0.0,0.0,0.0,51.0,343.0,6.73,3.0,5.0,4.0,23.0,5.75,0.0,55.0,59.6,52.6,,64,,3.44,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,13.0,457.0,2011.0,328.0,476.0,3784.0,37.0,11.0,324.0,471.0,3761.0,37.0
263,Gavin Escobar,DAL,TE,23,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13.0,9.0,105.0,11.67,4.0,44.0,46.5,39.0,,35,,2.75,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,16.0,508.0,2354.0,328.0,476.0,3784.0,37.0,11.0,319.0,463.0,3679.0,33.0
276,Lance Dunbar,DAL,RB,24,16,0.0,0.0,0.0,0.0,0.0,0.0,29.0,99.0,3.41,0.0,22.0,18.0,217.0,12.06,0.0,50.0,52.6,40.6,,83,,3.12,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,16.0,479.0,2255.0,328.0,476.0,3784.0,37.0,11.0,310.0,454.0,3567.0,37.0
324,Brandon Weeden,DAL,QB,31,5,1.0,76.8,131.2,969.6,9.6,6.4,19.2,-3.2,-0.17,0.0,0.0,0.0,0.0,,0.0,64.0,25.0,22.0,,48,,4.0,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,16.0,488.8,2357.2,251.2,344.8,2814.4,27.4,4.6,328.0,476.0,3784.0,37.0
410,Dwayne Harris,DAL,WR,27,16,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1.75,0.0,12.0,7.0,116.0,16.57,0.0,15.0,20.3,11.8,,162,,0.94,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,16.0,504.0,2347.0,328.0,476.0,3784.0,37.0,11.0,321.0,464.0,3668.0,37.0
438,James Hanna,DAL,TE,25,16,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,4.0,48.0,12.0,0.0,9.0,8.8,6.8,,77,,0.56,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,16.0,508.0,2354.0,328.0,476.0,3784.0,37.0,11.0,324.0,470.0,3736.0,37.0
485,Devin Street,DAL,WR,23,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,2.0,18.0,9.0,0.0,4.0,3.8,2.8,,189,,0.25,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,16.0,508.0,2354.0,328.0,476.0,3784.0,37.0,11.0,326.0,469.0,3766.0,37.0
541,Tyler Clutts,DAL,RB,30,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.1,0.6,,154,,0.06,5,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,172.14,16.0,508.0,2354.0,328.0,476.0,3784.0,37.0,11.0,327.0,475.0,3783.0,37.0
9,Matt Ryan,ATL,QB,29,16,16.0,415.0,628.0,4694.0,28.0,14.0,29.0,145.0,5.0,0.0,0.0,0.0,0.0,,0.0,284.0,306.3,298.3,19.0,7,54.0,17.75,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,11.0,343.0,1353.0,3.0,4.0,-141.0,0.0,1.0,418.0,632.0,4553.0,28.0
35,Julio Jones,ATL,WR,25,15,15.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.0,0.0,173.9,110.9,1699.2,15.32,6.4,316.8,301.4,245.4,72.0,8,19.0,19.8,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,11.0,370.9,1496.9,418.0,632.0,4553.0,28.0,15.0,307.1,458.1,2853.8,21.6
78,Roddy White,ATL,WR,33,14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,142.9,91.4,1052.6,11.51,8.0,242.3,216.1,172.1,11.0,27,64.0,15.14,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,11.0,372.0,1498.0,418.0,632.0,4553.0,28.0,15.0,326.6,489.1,3500.4,20.0
86,Steven Jackson,ATL,RB,31,15,15.0,0.0,0.0,0.0,0.0,0.0,202.7,754.1,3.72,6.4,28.8,21.3,157.9,7.4,0.0,151.5,147.5,131.5,1.0,23,74.0,9.47,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,4.6,169.3,743.9,418.0,632.0,4553.0,28.0,15.0,396.7,603.2,4395.1,28.0
168,Devin Hester,ATL,WR,32,16,1.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0,6.0,1.0,59.0,38.0,504.0,13.26,2.0,108.0,118.0,95.0,,67,,6.75,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,10.0,366.0,1462.0,418.0,632.0,4553.0,28.0,15.0,380.0,573.0,4049.0,26.0
169,Harry Douglas,ATL,WR,30,12,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,98.7,68.0,741.3,10.9,2.7,161.3,123.6,95.1,,68,,10.08,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,11.0,372.0,1498.0,418.0,632.0,4553.0,28.0,15.0,350.0,533.3,3811.7,25.3
181,Antone Smith,ATL,RB,29,10,0.0,0.0,0.0,0.0,0.0,0.0,36.8,230.4,6.26,3.2,24.0,20.8,355.2,17.08,4.8,124.8,84.6,71.1,,50,,7.8,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,7.8,335.2,1267.6,418.0,632.0,4553.0,28.0,15.0,397.2,608.0,4197.8,23.2
207,Devonta Freeman,ATL,RB,22,16,0.0,0.0,0.0,0.0,0.0,0.0,65.0,248.0,3.82,1.0,37.0,30.0,225.0,7.5,1.0,87.0,94.3,72.3,,59,,5.44,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,10.0,307.0,1250.0,418.0,632.0,4553.0,28.0,15.0,388.0,595.0,4328.0,27.0
218,Jacquizz Rodgers,ATL,RB,24,16,1.0,0.0,0.0,0.0,0.0,0.0,58.0,217.0,3.74,1.0,40.0,29.0,173.0,5.97,1.0,82.0,86.0,65.5,,63,,5.12,12,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,68.84,10.0,314.0,1281.0,418.0,632.0,4553.0,28.0,15.0,389.0,592.0,4380.0,27.0
